,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,mode,population,observations,clinton,trump,both,other,p_clinton,n_clinton,n_respondents
1,kentucky,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,328.0,36.0,60.0,96.0,5.0,0.375,118.0,315.0
2,kentucky,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,651.0,38.0,58.0,96.0,0.0,0.3958333333333333,247.0,625.0
3,kentucky,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,424.0,31.0,58.0,89.0,10.0,0.34831460674157305,131.0,377.0
4,kentucky,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,324.0,37.0,59.0,96.0,4.0,0.3854166666666667,120.0,311.0
5,kentucky,2016-10-26,2016-10-28,2,2016-10-27,43,2,Cygnal (RunSwitch PR),Live Phone,,811.0,32.0,56.0,88.0,7.0,0.36363636363636365,260.0,714.0
6,kentucky,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,366.0,29.0,60.0,89.0,9.0,0.3258426966292135,106.0,326.0
7,kentucky,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,324.0,38.0,58.0,96.0,4.0,0.3958333333333333,123.0,311.0
8,kentucky,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,576.0,39.0,53.0,92.0,0.0,0.42391304347826086,225.0,530.0
9,kentucky,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,537.0,37.0,59.0,96.0,4.0,0.3854166666666667,199.0,516.0
10,kentucky,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,522.0,37.0,54.0,91.0,0.0,0.4065934065934066,193.0,475.0
11,kentucky,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,732.0,34.0,57.0,91.0,0.0,0.37362637362637363,249.0,666.0
0,oregon,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1595.0,50.0,35.0,85.0,12.0,0.5882352941176471,798.0,1356.0
1,oregon,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,319.0,51.0,43.0,94.0,6.0,0.5425531914893617,163.0,300.0
2,oregon,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,636.0,47.0,37.0,84.0,0.0,0.5595238095238095,299.0,534.0
3,oregon,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,743.0,51.0,36.0,87.0,11.0,0.5862068965517241,379.0,646.0
4,oregon,2016-10-25,2016-10-29,4,2016-10-27,43,2,DHM Research/Fox 12,Live Phone,,504.0,41.0,34.0,75.0,14.0,0.5466666666666666,207.0,378.0
5,oregon,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,313.0,50.0,43.0,93.0,6.0,0.5376344086021505,156.0,291.0
6,oregon,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,576.0,51.0,32.0,83.0,14.0,0.6144578313253012,294.0,478.0
7,oregon,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,324.0,51.0,43.0,94.0,7.0,0.5425531914893617,165.0,305.0
8,oregon,2016-10-04,2016-10-14,10,2016-10-09,40,5,Riley Research/KGW/The Oregonian,Live Phone,,608.0,46.0,36.0,82.0,14.0,0.5609756097560976,280.0,499.0
9,oregon,2016-10-06,2016-10-13,7,2016-10-09,40,5,DHM Research/Oregon Public Broadcasting,Live Phone,,600.0,43.0,36.0,79.0,15.0,0.5443037974683544,258.0,474.0
10,oregon,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,616.0,47.0,37.0,84.0,0.0,0.5595238095238095,290.0,517.0
11,oregon,2016-10-10,2016-10-12,2,2016-10-11,41,0,SurveyUSA/KATU-TV,IVR/Online,,654.0,48.0,38.0,86.0,10.0,0.5581395348837209,314.0,562.0
12,oregon,2016-10-04,2016-10-04,0,2016-10-04,40,0,Gravis Marketing/Breitbart,IVR/Online,,1248.0,47.0,39.0,86.0,6.0,0.5465116279069767,587.0,1073.0
13,oregon,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,502.0,50.0,45.0,95.0,5.0,0.5263157894736842,251.0,477.0
14,oregon,2016-09-29,2016-10-01,2,2016-09-30,39,3,Hoffman Research (R),Live Phone,,605.0,45.0,33.0,78.0,11.0,0.5769230769230769,272.0,472.0
15,oregon,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,505.0,44.0,41.0,85.0,0.0,0.5176470588235295,222.0,429.0
16,oregon,2016-09-02,2016-09-07,5,2016-09-04,35,5,ICITIZEN,Internet,,610.0,43.0,28.0,71.0,21.0,0.6056338028169014,262.0,433.0
17,oregon,2016-09-01,2016-09-06,5,2016-09-03,35,4,DHM,Live Phone,,517.0,38.0,25.0,63.0,21.0,0.6031746031746031,196.0,326.0
18,oregon,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,877.0,55.0,36.0,91.0,0.0,0.6043956043956044,482.0,798.0
19,oregon,2016-07-09,2016-07-13,4,2016-07-11,27,6,Clout Research (R),Live Phone,,701.0,43.0,40.0,83.0,9.0,0.5180722891566265,301.0,582.0
20,oregon,2016-06-23,2016-06-27,4,2016-06-25,25,4,ICITIZEN,Internet,,555.0,46.0,32.0,78.0,0.0,0.5897435897435898,255.0,433.0
21,oregon,2016-05-10,2016-05-13,3,2016-05-11,19,1,Clout Research (R),Live Phone,,657.0,42.0,44.0,86.0,0.0,0.4883720930232558,276.0,565.0
22,oregon,2016-05-06,2016-05-09,3,2016-05-07,18,4,DHM Research/Oregon Public Broadcasting/Fox 12,Live Phone,,901.0,43.0,32.0,75.0,11.0,0.5733333333333334,387.0,676.0
0,oklahoma,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1271.0,32.0,57.0,89.0,10.0,0.3595505617977528,407.0,1131.0
1,oklahoma,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,323.0,34.0,63.0,97.0,4.0,0.35051546391752575,110.0,313.0
2,oklahoma,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,664.0,30.0,61.0,91.0,0.0,0.32967032967032966,199.0,604.0
3,oklahoma,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,472.0,31.0,54.0,85.0,12.0,0.36470588235294116,146.0,401.0
4,oklahoma,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,321.0,33.0,63.0,96.0,4.0,0.34375,106.0,308.0
5,oklahoma,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,493.0,32.0,56.0,88.0,10.0,0.36363636363636365,158.0,434.0
6,oklahoma,2016-10-18,2016-10-20,2,2016-10-19,42,1,SoonerPoll.com,Live Phone/Online,,530.0,30.0,60.0,90.0,5.0,0.3333333333333333,159.0,477.0
7,oklahoma,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,317.0,34.0,63.0,97.0,4.0,0.35051546391752575,108.0,307.0
8,oklahoma,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,647.0,36.0,51.0,87.0,0.0,0.41379310344827586,233.0,563.0
9,oklahoma,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,508.0,32.0,65.0,97.0,4.0,0.32989690721649484,163.0,493.0
10,oklahoma,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,547.0,30.0,55.0,85.0,0.0,0.35294117647058826,164.0,465.0
11,oklahoma,2016-09-13,2016-09-15,2,2016-09-14,37,1,SoonerPoll.com,Live Phone/Online,,515.0,36.0,51.0,87.0,6.0,0.41379310344827586,185.0,448.0
12,oklahoma,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1041.0,33.0,57.0,90.0,0.0,0.36666666666666664,344.0,937.0
13,oklahoma,2016-07-20,2016-07-25,5,2016-07-22,29,3,SoonerPoll.com,Live Phone,,398.0,29.0,53.0,82.0,7.0,0.35365853658536583,115.0,326.0
0,north dakota,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,313.0,29.0,57.0,86.0,11.0,0.3372093023255814,91.0,269.0
1,north dakota,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,307.0,39.0,55.0,94.0,7.0,0.4148936170212766,120.0,289.0
2,north dakota,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,279.0,31.0,53.0,84.0,13.0,0.36904761904761907,86.0,234.0
3,north dakota,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,306.0,37.0,57.0,94.0,7.0,0.39361702127659576,113.0,288.0
4,north dakota,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,339.0,31.0,49.0,80.0,15.0,0.3875,105.0,271.0
5,north dakota,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,314.0,37.0,56.0,93.0,8.0,0.3978494623655914,116.0,292.0
6,north dakota,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,480.0,36.0,57.0,93.0,8.0,0.3870967741935484,173.0,446.0
7,north dakota,2016-09-12,2016-09-17,5,2016-09-14,37,1,DFM Research (D),Live Phone,,400.0,32.0,43.0,75.0,9.0,0.4266666666666667,128.0,300.0
8,north dakota,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,549.0,32.0,60.0,92.0,0.0,0.34782608695652173,176.0,505.0
0,new mexico,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,749.0,40.0,38.0,78.0,20.0,0.5128205128205128,300.0,584.0
1,new mexico,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,330.0,47.0,38.0,85.0,15.0,0.5529411764705883,155.0,280.0
2,new mexico,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,275.0,41.0,38.0,79.0,0.0,0.5189873417721519,113.0,217.0
3,new mexico,2016-11-01,2016-11-03,2,2016-11-02,44,1,Albuquerque Journal/Research & Polling,Live Phone,,504.0,45.0,40.0,85.0,14.0,0.5294117647058824,227.0,428.0
4,new mexico,2016-11-01,2016-11-02,1,2016-11-01,44,0,ZiaPoll,Mixed,,1102.0,46.0,43.0,89.0,10.0,0.5168539325842697,507.0,981.0
5,new mexico,2016-10-28,2016-11-01,4,2016-10-30,43,5,Lucid/The Times-Picayune,Internet,,567.0,39.0,31.0,70.0,24.0,0.5571428571428572,221.0,397.0
6,new mexico,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,987.0,44.0,34.0,78.0,20.0,0.5641025641025641,434.0,770.0
7,new mexico,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,322.0,50.0,44.0,94.0,5.0,0.5319148936170213,161.0,303.0
8,new mexico,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1095.0,41.0,34.0,75.0,23.0,0.5466666666666666,449.0,821.0
9,new mexico,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,324.0,51.0,44.0,95.0,6.0,0.5368421052631579,165.0,308.0
10,new mexico,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,889.0,50.0,39.0,89.0,0.0,0.5617977528089888,444.0,791.0
11,new mexico,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,263.0,44.0,36.0,80.0,0.0,0.55,116.0,210.0
12,new mexico,2016-09-28,2016-10-02,4,2016-09-30,39,3,SurveyUSA/KOB-TV,IVR/Online,,594.0,46.0,33.0,79.0,18.0,0.5822784810126582,273.0,469.0
13,new mexico,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,507.0,50.0,45.0,95.0,5.0,0.5263157894736842,254.0,482.0
14,new mexico,2016-09-27,2016-09-29,2,2016-09-28,39,1,Albuquerque Journal/Research & Polling,Live Phone,,501.0,44.0,34.0,78.0,14.0,0.5641025641025641,220.0,391.0
15,new mexico,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1788.0,51.0,37.0,88.0,0.0,0.5795454545454546,912.0,1573.0
16,new mexico,2016-08-19,2016-08-21,2,2016-08-20,33,4,PPP (D)/NM Political Report,IVR/Online,,1103.0,40.0,31.0,71.0,20.0,0.5633802816901409,441.0,783.0
17,new mexico,2016-05-13,2016-05-15,2,2016-05-14,19,4,PPP (D)/NM Political Report,Automated Phone,,802.0,41.0,33.0,74.0,14.0,0.5540540540540541,329.0,593.0
0,illinois,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1823.0,52.0,35.0,87.0,10.0,0.5977011494252874,948.0,1586.0
1,illinois,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,403.0,54.0,40.0,94.0,6.0,0.574468085106383,218.0,379.0
2,illinois,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,781.0,51.0,39.0,90.0,0.0,0.5666666666666667,398.0,703.0
3,illinois,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1003.0,52.0,35.0,87.0,11.0,0.5977011494252874,522.0,873.0
4,illinois,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,387.0,56.0,41.0,97.0,4.0,0.5773195876288659,217.0,375.0
5,illinois,2016-10-26,2016-10-27,1,2016-10-26,43,1,Loras College,Live Phone,,600.0,48.0,37.0,85.0,6.0,0.5647058823529412,288.0,510.0
6,illinois,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1091.0,52.0,34.0,86.0,12.0,0.6046511627906976,567.0,938.0
7,illinois,2016-10-16,2016-10-18,2,2016-10-17,41,6,Victory Research,Live Phone,,1200.0,51.0,36.0,87.0,8.0,0.5862068965517241,612.0,1044.0
8,illinois,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,398.0,56.0,40.0,96.0,4.0,0.5833333333333334,223.0,382.0
9,illinois,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,612.0,60.0,27.0,87.0,0.0,0.6896551724137931,367.0,532.0
10,illinois,2016-09-27,2016-10-02,5,2016-09-29,39,2,Southern Illinois University,Live Phone,,865.0,53.0,28.0,81.0,10.0,0.654320987654321,458.0,701.0
11,illinois,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,682.0,54.0,42.0,96.0,5.0,0.5625,368.0,655.0
12,illinois,2016-09-21,2016-09-24,3,2016-09-22,38,2,Victory Research,Live Phone,,1200.0,49.0,35.0,84.0,5.0,0.5833333333333334,588.0,1008.0
13,illinois,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,644.0,53.0,31.0,84.0,0.0,0.6309523809523809,341.0,541.0
14,illinois,2016-09-13,2016-09-16,3,2016-09-14,37,1,Loras College,Live Phone,,600.0,47.0,33.0,80.0,9.0,0.5875,282.0,480.0
15,illinois,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2599.0,53.0,38.0,91.0,0.0,0.5824175824175825,1377.0,2365.0
16,illinois,2016-08-01,2016-08-04,3,2016-08-02,31,0,"Normington, Petts & Associates (D-Duckworth)",Live Phone,,800.0,51.0,32.0,83.0,0.0,0.6144578313253012,408.0,664.0
17,illinois,2016-07-14,2016-07-16,2,2016-07-15,28,3,Victory Research,Live Phone,,1200.0,51.0,34.0,85.0,11.0,0.6,612.0,1020.0
0,idaho,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,612.0,29.0,47.0,76.0,21.0,0.3815789473684211,177.0,465.0
1,idaho,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,322.0,33.0,60.0,93.0,0.0,0.3548387096774194,106.0,299.0
2,idaho,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,325.0,30.0,53.0,83.0,0.0,0.3614457831325301,98.0,270.0
3,idaho,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,447.0,31.0,49.0,80.0,19.0,0.3875,139.0,358.0
4,idaho,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,318.0,34.0,61.0,95.0,0.0,0.35789473684210527,108.0,302.0
5,idaho,2016-10-23,2016-10-24,1,2016-10-23,42,5,Rasmussen/Heat Street,IVR/Online,,750.0,29.0,48.0,77.0,18.0,0.37662337662337664,218.0,578.0
6,idaho,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,438.0,29.0,50.0,79.0,17.0,0.3670886075949367,127.0,346.0
7,idaho,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,316.0,34.0,60.0,94.0,6.0,0.3617021276595745,107.0,297.0
8,idaho,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,323.0,31.0,54.0,85.0,0.0,0.36470588235294116,100.0,275.0
9,idaho,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,487.0,32.0,62.0,94.0,6.0,0.3404255319148936,156.0,458.0
10,idaho,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,273.0,32.0,55.0,87.0,0.0,0.367816091954023,87.0,238.0
11,idaho,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,716.0,34.0,53.0,87.0,0.0,0.39080459770114945,243.0,623.0
12,idaho,2016-07-05,2016-07-16,11,2016-07-10,27,5,Dan Jones & Associates/IdahoPoliticsWeekly.com,Live Phone,,601.0,23.0,44.0,67.0,22.0,0.34328358208955223,138.0,403.0
0,hawaii,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,426.0,52.0,28.0,80.0,16.0,0.65,222.0,341.0
1,hawaii,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,308.0,65.0,31.0,96.0,4.0,0.6770833333333334,200.0,296.0
2,hawaii,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,467.0,51.0,32.0,83.0,14.0,0.6144578313253012,238.0,388.0
3,hawaii,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,310.0,64.0,33.0,97.0,3.0,0.6597938144329897,198.0,301.0
4,hawaii,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,459.0,49.0,34.0,83.0,14.0,0.5903614457831325,225.0,381.0
5,hawaii,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,312.0,65.0,33.0,98.0,3.0,0.6632653061224489,203.0,306.0
6,hawaii,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,461.0,64.0,34.0,98.0,3.0,0.6530612244897959,295.0,452.0
7,hawaii,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,546.0,58.0,28.0,86.0,0.0,0.6744186046511628,317.0,470.0
0,delaware,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,367.0,50.0,39.0,89.0,8.0,0.5617977528089888,184.0,327.0
1,delaware,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,307.0,54.0,42.0,96.0,4.0,0.5625,166.0,295.0
2,delaware,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,458.0,50.0,38.0,88.0,9.0,0.5681818181818182,229.0,403.0
3,delaware,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,308.0,55.0,42.0,97.0,3.0,0.5670103092783505,169.0,299.0
4,delaware,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,528.0,52.0,34.0,86.0,12.0,0.6046511627906976,275.0,454.0
5,delaware,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,315.0,56.0,42.0,98.0,3.0,0.5714285714285714,176.0,309.0
6,delaware,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,475.0,54.0,43.0,97.0,3.0,0.5567010309278351,256.0,461.0
7,delaware,2016-09-16,2016-09-28,12,2016-09-22,38,2,University of Delaware/PSRAI,Live Phone,,762.0,51.0,30.0,81.0,9.0,0.6296296296296297,389.0,617.0
8,delaware,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,637.0,50.0,36.0,86.0,0.0,0.5813953488372093,318.0,548.0
9,delaware,2016-07-20,2016-07-24,4,2016-07-22,29,3,Fairleigh Dickinson/Delaware News Journal,Live Phone,,715.0,42.0,32.0,74.0,14.0,0.5675675675675675,300.0,529.0
0,connecticut,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1387.0,52.0,36.0,88.0,9.0,0.5909090909090909,721.0,1221.0
1,connecticut,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,327.0,55.0,40.0,95.0,5.0,0.5789473684210527,180.0,311.0
2,connecticut,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,515.0,50.0,40.0,90.0,0.0,0.5555555555555556,258.0,464.0
3,connecticut,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,554.0,51.0,39.0,90.0,9.0,0.5666666666666667,283.0,499.0
4,connecticut,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,326.0,54.0,43.0,97.0,3.0,0.5567010309278351,176.0,316.0
5,connecticut,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,515.0,50.0,36.0,86.0,11.0,0.5813953488372093,258.0,443.0
6,connecticut,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,326.0,55.0,42.0,97.0,4.0,0.5670103092783505,179.0,316.0
7,connecticut,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,741.0,53.0,36.0,89.0,0.0,0.5955056179775281,393.0,659.0
8,connecticut,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,520.0,54.0,43.0,97.0,4.0,0.5567010309278351,281.0,504.0
9,connecticut,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,662.0,47.0,37.0,84.0,0.0,0.5595238095238095,311.0,556.0
10,connecticut,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1053.0,51.0,39.0,90.0,0.0,0.5666666666666667,537.0,948.0
11,connecticut,2016-06-01,2016-06-05,4,2016-06-03,22,3,Quinnipiac,Live Phone,,1030.0,45.0,38.0,83.0,3.0,0.5421686746987951,464.0,855.0
12,connecticut,2016-04-10,2016-04-11,1,2016-04-10,14,5,Emerson College Polling Society,Automated Phone,,1043.0,48.0,40.0,88.0,0.0,0.5454545454545454,501.0,918.0
0,arkansas,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,930.0,32.0,56.0,88.0,9.0,0.36363636363636365,298.0,818.0
1,arkansas,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,323.0,37.0,57.0,94.0,6.0,0.39361702127659576,120.0,304.0
2,arkansas,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,515.0,38.0,53.0,91.0,0.0,0.4175824175824176,196.0,469.0
3,arkansas,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,484.0,39.0,52.0,91.0,7.0,0.42857142857142855,189.0,440.0
4,arkansas,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,324.0,37.0,58.0,95.0,5.0,0.3894736842105263,120.0,308.0
5,arkansas,2016-10-18,2016-10-25,7,2016-10-21,42,3,U of Arkansas,Live Phone,,585.0,31.0,51.0,82.0,0.0,0.3780487804878049,181.0,480.0
6,arkansas,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,498.0,33.0,54.0,87.0,12.0,0.3793103448275862,164.0,433.0
7,arkansas,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,323.0,37.0,58.0,95.0,6.0,0.3894736842105263,120.0,307.0
8,arkansas,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,495.0,36.0,52.0,88.0,0.0,0.4090909090909091,178.0,436.0
9,arkansas,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,483.0,36.0,59.0,95.0,6.0,0.37894736842105264,174.0,459.0
10,arkansas,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,433.0,41.0,49.0,90.0,0.0,0.45555555555555555,178.0,390.0
11,arkansas,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,765.0,41.0,54.0,95.0,0.0,0.43157894736842106,314.0,727.0
12,arkansas,2016-06-21,2016-06-21,0,2016-06-21,25,0,Hendrix College/Talk Business,Automated Phone,,751.0,36.0,47.0,83.0,8.0,0.43373493975903615,270.0,623.0
0,alaska,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,409.0,31.0,48.0,79.0,19.0,0.3924050632911392,127.0,323.0
1,alaska,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,308.0,41.0,53.0,94.0,0.0,0.43617021276595747,126.0,290.0
2,alaska,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,300.0,38.0,46.0,84.0,15.0,0.4523809523809524,114.0,252.0
3,alaska,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,304.0,41.0,55.0,96.0,0.0,0.4270833333333333,125.0,292.0
4,alaska,2016-10-21,2016-10-26,5,2016-10-23,42,5,Craciun Research (D),Live Phone,,400.0,47.0,43.0,90.0,10.0,0.5222222222222223,188.0,360.0
5,alaska,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,443.0,31.0,46.0,77.0,21.0,0.4025974025974026,137.0,341.0
6,alaska,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,304.0,41.0,54.0,95.0,5.0,0.43157894736842106,125.0,289.0
7,alaska,2016-10-05,2016-10-06,1,2016-10-05,40,1,Moore (R-Murkowski),Live Phone,,500.0,34.0,37.0,71.0,12.0,0.4788732394366197,170.0,355.0
8,alaska,2016-09-28,2016-10-02,4,2016-09-30,39,3,Alaska Survey Research/Alaska Dispatch News,Live Phone,,660.0,42.0,46.0,88.0,0.0,0.4772727272727273,277.0,581.0
9,alaska,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,457.0,40.0,55.0,95.0,5.0,0.42105263157894735,183.0,434.0
